Fid,track_name,size_bytes,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,Development_Duration,Label
10.42.0.211-10.42.0.1-64029-53-17,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123718656,13915,205,4.5,5,5.1.4,4+,Weather,37,2,8,1,3336,0
172.217.11.46-10.42.0.151-443-58290-6,Spider:  The Secret of Bryce Manor,126312448,6780,68,4,4.5,1.5,9+,Games,38,0,5,1,96,0
10.42.0.151-66.102.255.61-38991-80-6,My Measures PRO,79882240,1701,35,4,4.5,6.06,4+,Productivity,37,5,21,1,54,0
10.42.0.151-31.13.71.7-59286-443-6,Food Additives Checker (E Numbers),6418432,6,0,3.5,0,4.1.2,4+,Health & Fitness,37,0,8,1,2046,1
10.42.0.211-58.63.236.212-42038-443-6,SFR Mon Compte,74093568,19,0,3,0,6.4.0,4+,Utilities,37,5,1,1,110,0
10.42.0.1-10.42.0.42-53-2400-17,Baby Connect (Activity Log),12937216,3483,79,4.5,5,5.4.3,4+,Medical,37,0,14,1,80,0
10.42.0.42-42.236.125.112-33516-80-6,Epson iPrint,53388288,2838,26,3,2.5,6.3.1,4+,Photo & Video,37,5,12,1,424,0
10.42.0.42-64.71.142.96-41141-443-6,Mad Libs,118498304,117889,725,3,4.5,3.3.3,4+,Entertainment,38,1,1,1,57,1
10.42.0.1-10.42.0.42-53-19260-17,BATTLE BEARS: Zombies!,103197675,50710,309,3.5,4,1.6.7,9+,Games,45,0,1,1,318,0
222.73.28.96-10.42.0.211-80-58375-6,Hurricane Tracker,24574976,3960,0,4.5,0,5,4+,Weather,37,0,1,1,108,0
205.204.101.182-10.42.0.211-443-49143-6,NFL Sunday Ticket,96093184,24258,305,3,2.5,2.6.042,4+,Entertainment,37,0,1,1,59,1
10.42.0.151-10.42.0.1-16011-53-17,2016 US Open Tennis Championships,77700096,37522,39,4,3,8.0.353,4+,Sports,37,4,1,1,53,0
219.142.78.162-10.42.0.151-80-54618-6,Dropbox,180804608,49578,16,3.5,3,50.2,4+,Productivity,37,5,20,1,733,0
10.42.0.211-10.42.0.1-58071-53-17,Wa Kingyo - Goldfish Pond,56397824,626,44,4,5,2.0.3,4+,Entertainment,38,5,2,1,87313,0
10.42.0.151-10.42.0.1-6793-53-17,Monkey Preschool Lunchbox,229272576,9286,49,4,3.5,4.02,4+,Games,38,5,1,1,423,0
172.217.3.110-10.42.0.151-443-56652-6,Yahoo Fantasy Sports,131000320,190670,19,3.5,2.5,9.1.0,17+,Sports,37,3,45,1,773,0
10.42.0.42-123.125.29.220-49199-80-6,Gaia GPS Classic,53097472,2429,8,4.5,3.5,10.9.13,4+,Navigation,37,5,16,1,192,0
10.42.0.211-23.203.49.224-42376-443-6,iLoan Calc (Loan calculator),3375104,0,0,0,0,5.1.0,4+,Finance,37,5,3,1,81,1
10.42.0.151-98.139.199.205-36368-443-6,Geocaching®,108166144,12811,134,3.5,1.5,5.3,4+,Navigation,37,0,22,1,267,1
220.243.219.55-10.42.0.42-80-59608-6,Camera+,89187328,32338,261,4,4.5,9.1,4+,Photo & Video,37,0,10,1,678,0
220.243.219.55-10.42.0.211-80-55151-6,Alter Ego,13647872,262,43,4,4,1.3.0,12+,Games,40,5,1,1,159,0
10.42.0.211-64.71.142.125-58549-443-6,Parking Mania,123544576,9657,47,4.5,4.5,2.5.0,4+,Games,38,0,12,1,61,1
209.85.201.188-10.42.0.151-5228-53409-6,Sudoku⁺,1608704,18332,1007,4.5,5,3.4,4+,Games,37,5,2,1,271,0
180.76.147.97-10.42.0.211-80-60005-6,Period Tracker Lite,50169856,53620,2872,4,5,9.5.1,12+,Health & Fitness,38,0,15,1,96,0
8.0.6.4-8.6.0.1-0-0-0,Camera Plus: For Macro Photos & Remote Photography,101181440,38533,36,2.5,3.5,4.5.4,4+,Photo & Video,37,4,11,1,96,0
10.42.0.42-40.127.169.165-59453-443-6,The perfect Egg timer,15329280,40,0,3.5,0,1.8.9,4+,Food & Drink,37,4,7,1,183,1
10.42.0.151-114.134.80.163-35156-443-6,Letter Quiz - alphabet tracing for kids,31845376,472,0,4,0,2.4,4+,Games,37,5,1,1,192,1
10.42.0.151-103.7.30.118-56203-80-6,Starbucks,135032832,303856,7027,4.5,4.5,4.3.5,4+,Food & Drink,37,0,2,1,55,0
206.126.112.141-10.42.0.42-443-40754-6,央视影音-海量央视内容高清直播,54648832,2070,0,2.5,0,6.2.0,4+,Sports,37,0,1,1,220,1
10.42.0.151-10.42.0.1-13923-53-17,Bloons TD,8432232,7941,76,4,3.5,1.2.1,4+,Games,47,0,1,1,160,0
8.0.6.4-8.6.0.1-0-0-0,Weight Watchers,230720512,136833,64,3.5,4.5,5.9.0,12+,Health & Fitness,37,5,6,1,1638,0
203.205.151.213-10.42.0.151-8080-38720-6,"CNN: Breaking US & World News, Live Video",80211968,112886,298,3.5,1.5,5.3,12+,News,37,1,1,1,60,0
180.149.134.221-10.42.0.211-80-45965-6,Gilt,148201472,26353,3,3.5,2.5,5.1.3,4+,Shopping,37,5,2,1,357,1
10.42.0.1-10.42.0.42-53-59051-17,TRUTH or DARE!!! - FREE,20795392,171055,31,3,3.5,5,12+,Entertainment,38,1,1,1,310,0
10.42.0.1-10.42.0.42-53-63423-17,Canabalt,27934720,4540,140,4,4.5,2.31,9+,Games,43,5,15,1,428,1
180.149.153.234-10.42.0.151-80-44857-6,Alipay - Makes Life Easy,208309248,1926,2,3,3,10.0.15,4+,Lifestyle,38,5,3,1,4996,0
10.42.0.211-10.42.0.1-40858-53-17,Scanner911 Pro,33812480,14345,100,4,2.5,4,12+,News,37,0,1,1,53,1
10.42.0.211-10.42.0.1-51704-53-17,Daily Teachings,20298752,1340,288,4.5,5,1.7.3,4+,Lifestyle,38,0,1,1,69,1
239.255.255.250-10.42.0.42-1900-57206-17,Scanner Pro - PDF document scanner app with OCR,101346304,31912,154,4.5,5,7.1.3,4+,Business,37,5,9,1,96,1
172.217.3.35-10.42.0.42-443-47404-6,Twitter,210569216,354058,452,3.5,4,6.79.1,17+,News,37,2,33,1,57,0
10.42.0.1-10.42.0.42-53-4524-17,"Trainline UK: Live Train Times, Tickets & Planner",110198784,248,0,4,0,22,4+,Travel,37,4,1,1,192,0
182.22.25.252-10.42.0.211-443-57335-6,CBS News - Watch Free Live Breaking News,78047232,11691,44,3.5,4.5,3.5.1,12+,News,37,5,1,1,192,1
144.2.1.1-10.42.0.211-80-55371-6,iOvilus,9946112,381,6,3,2,iOV 2.1.3,12+,Entertainment,38,0,1,1,73,0
180.76.150.180-10.42.0.211-80-39052-6,The Impossible Quiz!,44652544,18884,451,4,4.5,1.62,9+,Entertainment,37,0,1,1,51,1
157.240.2.20-10.42.0.211-443-56466-6,WolframAlpha,30369792,7410,82,4,4.5,1.7.3,9+,Reference,37,5,1,1,1412,0
172.217.6.234-10.42.0.211-443-55425-6,Catan,376171520,15175,308,4,4,4.6.2,4+,Games,38,0,6,1,96,1
10.42.0.211-10.42.0.1-59543-53-17,ScanBizCards Business Card Reader,96815104,3166,34,4,4.5,6.08,4+,Business,37,5,5,1,192,1
203.205.151.212-10.42.0.151-80-47360-6,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169138176,88885,333,4.5,4,6.5,12+,Shopping,37,5,1,1,4542,0
172.217.3.99-10.42.0.151-443-59517-6,King of Dragon Pass,364490752,882,85,5,5,2.3.2,12+,Games,43,5,1,1,106,0
10.42.0.151-23.208.147.183-48883-443-6,Stylebook,44135424,1729,599,4,4.5,7,17+,Lifestyle,37,5,3,1,80,0
10.42.0.211-119.6.229.36-42096-80-6,NBA,112074752,43682,19,3.5,2.5,2013.4.3,4+,Sports,37,5,1,1,0,0
239.255.255.250-10.42.0.151-1900-58127-17,Blower,98942976,861,70,2,2.5,4.2,4+,Entertainment,40,4,1,1,302,1
10.42.0.211-77.234.42.92-57427-443-6,My Cycles Period and Ovulation Tracker,77686784,7469,68,3.5,5,5.10.3,12+,Health & Fitness,37,0,2,1,172,0
175.100.207.232-10.42.0.211-80-46722-6,"Kmart – Download Now, Shop Online & Pick Up Today!",94496768,4186,6,3.5,4.5,17,4+,Shopping,37,0,1,1,96,1
10.42.0.211-115.239.210.141-58262-443-6,优酷视频,204959744,4885,0,3.5,0,6.7.0,12+,Entertainment,38,0,2,1,318,1
10.42.0.211-77.234.44.79-52881-443-6,DOOM Classic,32796672,3970,509,4,4,2.7,17+,Games,40,3,5,1,159,1
10.42.0.151-10.42.0.1-44769-53-17,SoundCloud - Music & Audio,105009152,135744,594,4,4.5,5.6.0,4+,Music,37,4,7,1,64,0
206.108.0.131-10.42.0.211-123-51817-17,imo video calls and chat,22562816,18841,0,4,0,7.0.84,4+,Social Networking,38,2,29,1,96,1
172.217.10.142-10.42.0.151-443-48214-6,Plane Finder - Flight Tracker,52632576,1438,171,4,4,9.4.1,4+,Navigation,37,3,10,1,52,0
157.240.0.17-10.42.0.211-443-47115-6,"Runtastic Running, Jogging and Walking Tracker",151388160,10298,7,4.5,3.5,7.3,4+,Health & Fitness,37,0,15,1,96,0
182.22.120.231-10.42.0.151-443-35655-6,iFiles,47323136,1842,23,3.5,2.5,1.17.11,4+,Productivity,38,1,1,1,369,0
182.22.24.124-10.42.0.211-443-41764-6,TeachMe: Kindergarten,59846656,2548,5,4,4,4.2.2,4+,Education,37,5,1,1,60,0
172.217.6.200-10.42.0.211-443-41694-6,Moorhuhn Deluxe - Crazy Chicken,27807744,319,12,3,5,2.8.0,12+,Games,38,5,5,1,57,0
10.42.0.211-69.147.82.61-41649-443-6,Victoria’s Secret – The Sexiest Bras & Lingerie,60976128,34507,38,3.5,5,5.2.1,12+,Shopping,37,0,1,1,628,1
10.42.0.211-23.206.166.62-41407-80-6,MONOPOLY Game,194386944,26482,331,3.5,2.5,1.4.04,4+,Games,37,0,6,1,72,0
10.42.0.211-106.11.30.199-36364-443-6,n-tv Nachrichten,49470464,273,0,3,0,5.25,12+,News,37,5,1,1,57,0
172.217.10.106-10.42.0.211-443-59705-6,Shazam Encore,147118080,8331,24,4,3.5,11.0.2,12+,Music,37,3,15,1,423,0
10.42.0.211-10.42.0.1-46221-53-17,Harry Potter: Spells,125411328,17023,916,4,4.5,2.2,4+,Games,40,0,1,1,3795,1
10.42.0.211-23.208.168.108-51833-443-6,First Words Deluxe,63316992,1101,8,4,4,7,4+,Games,38,5,1,1,357,1
203.205.158.62-10.42.0.151-80-53994-6,Clay Hunt,15313920,1193,1,4,2,3.5.3,17+,Games,40,5,1,1,48,0
180.149.153.234-10.42.0.211-80-53928-6,Dream Team - be your own fantasy football manager,69816320,35,0,2.5,0,12.8.0,17+,Sports,37,3,1,1,1380,1
205.204.101.182-10.42.0.211-443-49824-6,Jet Car Stunts,32848910,4088,436,4,4.5,1.5.0,4+,Games,47,4,1,1,61,0
192.229.173.173-10.42.0.42-443-33619-6,Call of Duty: Zombies,52821364,63943,31264,4,4,1.5.0,17+,Games,47,0,1,1,143,1
10.42.0.151-64.71.142.96-58074-80-6,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146507776,70286,51,3,4,17.8,4+,Shopping,37,0,1,1,53,0
10.42.0.211-104.193.88.109-37740-80-6,AirWatch Agent,24747008,1150,0,2.5,0,5.5,4+,Business,37,5,19,1,57,0
172.217.11.2-10.42.0.211-443-34919-6,Shop Savvy Barcode Scanner - Price Compare & Deals,89517056,54630,280,2.5,4.5,12,4+,Shopping,37,4,1,1,219,1
174.35.73.108-10.42.0.42-443-43146-6,Voice Changer Plus,40722432,98777,233,3,4,5.01,4+,Entertainment,37,2,12,1,192,0
10.42.0.211-23.205.20.233-43570-80-6,CatPaint,73332736,649,11,4,4,3.5.1,4+,Photo & Video,37,5,1,1,88,0
172.217.11.46-10.42.0.151-443-48949-6,Redbox,83906560,60236,58,3,4.5,5.24,12+,Entertainment,37,0,1,1,212,0
10.42.0.211-77.234.42.92-51512-443-6,クックパッド - No.1料理レシピ検索アプリ,76644352,115,0,3.5,0,17.5.1.0,4+,Food & Drink,37,5,1,1,0,0
10.42.0.151-52.84.142.16-47647-443-6,Trenches,37340259,26732,1428,4,4.5,1.9.3,17+,Games,43,0,1,1,386,1
172.217.10.237-10.42.0.42-443-59294-6,The Christmas List,26137600,2722,1,4.5,5,2.1,4+,Shopping,37,0,1,1,473,1
10.42.0.1-10.42.0.42-53-43407-17,Macy's,107816960,11013,76,3.5,5,5.11.0,4+,Shopping,37,0,1,1,485,0
10.42.0.151-54.192.38.7-43593-443-6,Calorie Counter & Diet Tracker by MyFitnessPal,152700928,507706,181,4.5,4.5,7.16,4+,Health & Fitness,37,5,19,1,69,1
172.217.12.131-10.42.0.151-443-34781-6,BlaBlaCar - Trusted Carpooling,112024576,397,0,4.5,0,4.10.1,4+,Travel,37,0,16,1,75,0
172.217.10.234-10.42.0.42-443-40909-6,Refills Calendar - Scheduler - Note,35864576,196,3,4,5,4.0.1,4+,Productivity,38,5,2,1,85,0
174.36.210.41-10.42.0.211-5222-55916-6,5-0 Radio Pro Police Scanner (Extra Feeds),49594368,24553,2620,4,4.5,39.1,9+,News,38,5,26,1,192,1
202.77.129.150-10.42.0.211-443-48302-6,Hipstamatic,114081792,12557,6,3.5,5,337,4+,Photo & Video,37,5,15,1,57,1
151.101.1.140-10.42.0.151-443-56909-6,Sing Karaoke Songs Unlimited with StarMaker,91267072,26227,7,4,4.5,6.0.3,9+,Music,37,4,14,1,924,1
10.42.0.211-58.63.236.212-46649-443-6,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,28388,7009,5,5,2.8.2,4+,Business,38,5,9,1,62,0
203.205.158.60-10.42.0.151-80-40687-6,Positivity with Andrew Johnson,69513216,282,1,4,5,3.38,4+,Health & Fitness,38,4,1,1,0,0
10.42.0.211-95.213.11.133-33460-443-6,Rat On A Scooter XL,7767040,19296,7,4,4,1.24.1,4+,Games,37,3,1,1,126,1
10.42.0.211-106.11.92.16-55173-443-6,IMDb Movies & TV - Trailers and Showtimes,88702976,183425,4724,4.5,5,7.11,12+,Entertainment,37,5,10,1,96,1
172.217.3.98-10.42.0.211-443-34371-6,Angry Birds,175966208,824451,107,4.5,3,7.4.0,4+,Games,38,0,10,1,53,0
10.42.0.211-106.39.162.36-55111-80-6,DB Navigator,84791296,512,6,3.5,5,17.04.00,4+,Travel,38,0,2,1,4371,0
8.8.8.8-10.42.0.211-53-32368-17,Video Calls with Santa,27997184,315,0,3.5,0,5.1,4+,Lifestyle,37,0,31,1,212,1
10.42.0.211-10.42.0.1-23550-53-17,Voyages-sncf.com : book train and bus tickets,131463168,268,0,3.5,0,38,4+,Travel,37,5,6,1,738,0
10.42.0.211-10.42.0.1-30749-53-17,The Font Game,5415000,438,295,4.5,4.5,2.1,4+,Games,45,0,1,1,61,0
169.47.42.102-10.42.0.211-443-57250-6,ImmobilienScout24: Real Estate Search in Germany,126867456,187,0,3.5,0,9.5,4+,Navigation,37,5,3,1,96,0
202.77.129.150-10.42.0.211-80-34481-6,Grand Theft Auto: Chinatown Wars,878883840,15142,73,4,4,4.4,17+,Games,38,5,6,1,96,1
10.42.0.211-10.42.0.1-7017-53-17,Southwest Airlines,88773632,30552,18,3,2.5,4.5.1,4+,Travel,37,0,1,1,120,0
10.42.0.211-101.251.100.59-57972-9930-6,The Sims 3 World Adventures,812758016,9744,42,3.5,3,1.2.21,12+,Games,37,4,6,1,425,1
172.217.9.227-10.42.0.211-80-59919-6,Star Chart,28616704,13482,2517,4.5,4.5,3.98,4+,Education,38,5,8,1,0,0
140.205.140.87-10.42.0.211-80-60932-6,TaxCaster – Free tax refund calculator,7111680,17516,125,3.5,5,7.2,4+,Finance,37,5,1,1,1161,1
172.217.12.131-10.42.0.42-443-40747-6,Glow Hockey 2 FREE,34056767,186653,226,3.5,3.5,2.2.9,4+,Games,43,0,1,1,619,1
10.42.0.151-31.13.71.52-55031-80-6,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,10031,142,4,5,4.1,4+,Entertainment,43,0,1,1,490,0
10.42.0.211-10.42.0.1-31723-53-17,TV SPIELFILM - TV Programm mit Live TV,97879040,81,0,3,0,5.2,4+,Entertainment,37,5,1,1,96,0
172.217.3.99-10.42.0.211-443-51370-6,All-in-1 Logic GameBox,22299021,9854,823,4,4,1.19,4+,Games,47,0,1,1,15464,1
172.217.10.68-10.42.0.151-443-36254-6,Roadside America,10231808,1093,106,4,4.5,1.9.0,9+,Travel,38,0,1,1,96,1
10.42.0.211-95.154.220.116-34342-80-6,Pocket Yoga,132480000,4475,95,4.5,4.5,5.3.2,4+,Health & Fitness,37,5,2,1,333,1
10.42.0.211-77.234.44.200-51293-80-6,Sonic the Hedgehog 2,47182848,9405,1089,4,4.5,3.1.10,4+,Games,37,5,1,1,0,1
172.217.10.3-10.42.0.42-443-40122-6,Simply Being - Guided Meditation for Relaxation and Presence,100048896,2417,1366,4.5,4.5,6,4+,Health & Fitness,38,2,1,1,57,1
10.42.0.211-123.125.29.220-55261-80-6,CamCard - Business card scanner & reader,174839808,2923,300,4.5,4.5,7.9.5,4+,Business,37,0,7,1,96,0
202.77.129.230-10.42.0.42-80-36706-6,This American Life,13725696,8657,1468,3.5,4,3.0.8,9+,Entertainment,38,4,1,1,336,0
172.217.10.234-10.42.0.151-443-60520-6,Timetracks - Slit-Scan Camera,11369472,70,1,2,1,2.2.0,4+,Photo & Video,37,4,5,1,80,1
10.42.0.1-10.42.0.42-53-44491-17,franceinfo - l'actualité & les élections en direct,155857920,162,32,4,5,5.2.0,17+,News,37,5,2,1,73,0
10.42.0.211-31.13.71.1-47432-443-6,DOUBUTSU URANAI®-Animal Fortune-,38718464,5,0,4,0,2.9.5,4+,Lifestyle,40,0,2,1,71,0
10.42.0.42-61.135.185.139-58136-80-6,Doodle Army,17879270,12354,1428,4,4.5,3.1.0,12+,Games,47,0,1,1,96,1
10.42.0.151-31.13.71.3-60663-443-6,Ameba,96635904,269,0,3,0,8.6.1,12+,Social Networking,37,0,1,1,74,1
8.0.6.4-8.6.0.1-0-0-0,eBook: War and Peace,8039424,0,0,0,0,7.1,9+,Book,37,5,1,1,192,0
172.217.3.98-10.42.0.211-443-51317-6,Plants vs. Zombies,105379840,426463,680,5,4,1.9.13,9+,Games,38,0,5,1,57,1
205.204.101.182-10.42.0.42-443-36814-6,Weibo,199585792,7265,11,3.5,4,7.5.2,17+,Social Networking,37,5,2,1,1425,0
198.11.189.2-10.42.0.151-443-41805-6,大众点评-发现品质生活,244516864,844,1,4,1,9.2.4,17+,Lifestyle,37,5,2,1,192,0
203.205.158.66-10.42.0.211-443-53485-6,AlloCiné : Cinéma et Séries,123450368,101,1,4,5,7.1.0,12+,Entertainment,37,5,1,1,57,0
10.42.0.211-23.208.168.108-49615-443-6,"Badoo - Meet New People, Chat, Socialize.",157625344,34428,23,4.5,4,5.8.0,17+,Social Networking,37,4,30,1,96,0
172.217.10.78-10.42.0.151-443-36652-6,Flick Kick Field Goal,75612160,36946,152,4.5,4,1.11.0,4+,Games,38,5,3,1,192,0
10.42.0.211-106.39.162.36-53896-80-6,Venmo,68153344,21090,1325,4.5,5,7.1.0,4+,Finance,37,4,1,1,159,0
239.255.255.250-10.42.0.1-1900-56205-17,"Dungeons & Such Treasures,Collectibles and Dragons",84469760,653,8,4.5,4.5,3.4.2,12+,Games,37,1,31,1,271,1
10.42.0.211-66.198.24.224-59002-80-6,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,1118,29,4.5,5,3.5.3,4+,Education,37,5,29,1,143,1
206.126.112.142-10.42.0.151-443-51027-6,Shift Worker,7344128,348,33,4,4,1.5.4,4+,Productivity,40,0,1,0,104,0
180.149.138.197-10.42.0.211-80-48624-6,"Spy Calc - Hide pictures, videos, documents",25097281,207,50,3.5,3,3.0.3,9+,Utilities,40,0,34,1,40,0
172.217.7.163-10.42.0.151-443-49709-6,Waterlogged - Daily Hydration Tracker,43439104,5000,23,4.5,4.5,2.5.11,12+,Health & Fitness,37,5,10,1,192,0
10.42.0.151-104.244.43.195-58057-443-6,MyNetDiary PRO - Calorie Counter and Food Diary,83851264,15188,272,4.5,4,5.3,12+,Health & Fitness,37,0,2,1,96,0
10.42.0.211-10.42.0.1-48313-53-17,The Washington Post Classic,118980608,18572,307,4.5,4.5,3.8.2,12+,News,37,3,1,1,406,0
10.42.0.211-77.234.44.40-46926-80-6,F-Sim Space Shuttle,76394496,6403,491,4.5,4.5,2.1,4+,Games,43,5,1,1,438,0
10.42.0.42-52.84.29.55-46491-443-6,"Groupon - Deals, Coupons & Discount Shopping App",127382528,417779,914,4.5,4.5,17.7,12+,Shopping,37,4,10,1,265,1
172.217.9.238-10.42.0.42-443-33455-6,Learn to Speak Spanish Fast With MosaLingua,48819200,9,1,5,5,9.2,12+,Education,38,5,5,1,53,0
10.42.0.151-10.42.0.1-33832-53-17,"Coaster VR, Extreme Endless 3D Stereograph",30977024,107,0,2.5,0,1.1.5,4+,Entertainment,37,5,1,1,60,1
10.42.0.211-10.42.0.1-25397-53-17,Parents Calling Easter Bunny,8073209,72,72,2,2,1,4+,Lifestyle,47,0,1,1,192,0
10.42.0.42-123.125.115.164-53516-443-6,Sporcle,15676416,2044,10,3.5,3,5.4,9+,Games,37,5,1,1,40,0
10.42.0.211-106.11.176.1-47894-443-6,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,16683,21,3.5,2.5,5.5,4+,Sports,37,5,2,1,192,1
172.217.7.196-10.42.0.151-443-42712-6,DOOM II RPG,48700821,1455,1450,3,3,1,12+,Games,47,0,1,1,57,0
172.217.10.74-10.42.0.42-443-47380-6,STREET FIGHTER IV,581353472,15056,751,4,4,1.00.12,17+,Games,40,0,3,1,929,1
172.217.10.35-10.42.0.211-443-46472-6,Dr. Seuss Camera - The Cat in the Hat Edition,9906176,249,5,4.5,4.5,1.5.5,4+,Photo & Video,37,0,1,1,2980,0
10.42.0.42-36.248.26.201-42248-80-6,FINAL FANTASY,114843648,6091,75,4,3.5,1.1.2,9+,Games,38,3,8,1,62,1
8.0.6.4-8.6.0.1-0-0-0,FINAL FANTASY II,199450624,2754,55,4,2.5,1.1.1,9+,Games,38,5,6,1,220,1
217.69.133.145-10.42.0.151-443-57440-6,Worms 2: Armageddon,529755136,9870,12,4.5,4.5,1.25,12+,Games,40,5,1,1,96,0
172.217.3.99-10.42.0.151-443-51157-17,SoundHound Song Search & Music Player,70516736,82602,13,4,4.5,7.6,9+,Music,37,5,23,1,1150,1
172.217.3.99-10.42.0.151-443-39445-6,Jourist Weltübersetzer,147066880,0,0,0,0,2.8,4+,Travel,40,5,1,1,219,1
173.222.142.156-10.42.0.211-80-36972-6,TeachMe: 1st Grade,90241024,762,5,4,5,4.0.2,4+,Education,37,5,1,1,120,1
182.22.31.252-10.42.0.211-443-54160-6,TeachMe: 3rd Grade,174268416,160,2,4,3,2.0.2,4+,Education,37,5,1,1,144,1
10.42.0.1-10.42.0.42-53-5589-17,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,187040768,9,0,3,0,6.14.0,17+,Shopping,37,0,1,1,96,1
172.217.10.226-10.42.0.211-443-40200-6,Kik,151864320,260965,228,4,3,11.21.0,12+,Social Networking,37,0,14,0,2297,0
8.41.222.241-10.42.0.211-443-40412-6,Slow Shutter Cam,4466688,2305,100,4,5,4,4+,Photo & Video,37,5,4,1,386,0
209.10.120.26-10.42.0.211-80-36254-6,PeakFinder Earth,35478528,137,21,4,5,3.0.7,4+,Travel,37,3,10,1,189,0
10.42.0.151-95.213.11.181-57463-80-6,AgingBooth,31869952,11999,233,4,4.5,3.9.5,4+,Entertainment,37,4,1,1,772,0
10.42.0.211-14.17.42.57-43291-80-6,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,1995,148,4.5,4.5,6.5,12+,Photo & Video,38,5,14,1,303,0
10.42.0.151-52.84.136.83-53163-443-6,Tabs & Chords by Ultimate Guitar - learn and play,103049216,35045,250,4.5,4.5,3.1.2,4+,Music,37,0,6,1,124,1
172.217.10.142-10.42.0.211-443-59473-6,"Dude, your car!",40586240,343,15,4,4.5,2.5,4+,Entertainment,38,0,30,1,307,0
172.217.10.225-10.42.0.151-443-58325-6,Drawing Pad,220397568,1824,113,4,4,2.5.1,4+,Entertainment,24,5,22,1,219,0
10.42.0.211-23.23.129.231-45964-443-6,ESPN Tournament Challenge,69057536,39642,492,4,4,5.5.3,4+,Sports,37,5,1,1,902,0
182.22.24.124-10.42.0.211-443-55195-6,Solitaire,101943296,679055,9673,4.5,4.5,4.11.2,4+,Games,38,4,11,1,59,0
10.42.0.211-10.42.0.1-59045-53-17,Notability,122235904,17594,143,4,4,6.5.2,4+,Productivity,37,5,14,1,57,1
172.217.6.227-10.42.0.151-443-58711-6,Rubik's® Cube,151954432,3531,177,4,4.5,2.5,4+,Games,38,5,1,1,80,0
10.42.0.211-119.146.74.33-57570-443-6,Super Why! Power to Read,138047488,1080,5,3.5,2.5,4,4+,Education,37,5,1,1,106,1
10.42.0.211-31.13.71.1-43953-443-6,Amex Mobile,105982976,11421,57,4,2.5,5.21.1,4+,Finance,37,4,1,1,96,1
172.217.9.227-10.42.0.211-80-53475-6,Fruit Ninja Classic,104590336,698516,132,4.5,4,2.3.9,4+,Games,38,5,13,1,291,0
10.42.0.211-10.42.0.1-3958-53-17,Animation Creator HD,32051200,4497,448,4,4,1.14.3,12+,Entertainment,24,5,1,1,318,0
10.42.0.211-77.234.44.79-47870-443-6,Plants vs. Zombies HD,225859584,163598,503,5,4,1.9.12,9+,Games,24,5,5,1,318,1
203.205.158.61-10.42.0.42-80-53995-6,SCRABBLE Premium for iPad,229992448,39678,114,3.5,3.5,5.19.0,4+,Games,24,5,6,1,411,0
10.42.0.211-54.243.161.28-60725-443-6,Graphic - illustration and design,32604160,1809,52,4.5,3.5,3.2.5,4+,Productivity,24,5,1,1,90,0
10.42.0.151-31.13.71.37-46802-443-6,Ship Finder,22948864,624,20,3.5,3.5,9.0.1,4+,Navigation,37,1,1,1,118,0
10.42.0.211-10.42.0.1-39454-53-17,Photogene ⁴,35422208,3761,596,4.5,4.5,4.3,4+,Photo & Video,40,5,1,1,96,1
192.229.173.173-10.42.0.42-80-41637-6,Hurricane HD,32083968,353,8,4,3.5,3,12+,Weather,24,5,1,1,62,1
10.42.0.1-10.42.0.42-53-54310-17,Star Walk HD - Night Sky Map,150221824,6503,60,4.5,5,7.2.3,4+,Education,24,5,12,1,1164,0
8.8.8.8-10.42.0.211-53-17618-17,Space War HD,30270464,71,3,3,4.5,5.3,4+,Games,37,2,4,1,192,0
172.217.10.68-10.42.0.151-443-43434-6,Netflix,125016064,308844,139,3.5,3,9.21.3,4+,Entertainment,37,5,20,1,96,0
10.42.0.211-36.51.254.232-40875-443-6,forScore,35717120,3909,36,4.5,5,10.2.5,4+,Music,24,5,14,1,697,1
172.217.8.4-10.42.0.211-443-46057-6,ComicGlass [ComicReader],31955968,308,0,4.5,0,9.11,12+,Utilities,40,5,7,1,265,0
10.42.0.211-119.146.74.49-38694-443-6,iAnnotate PDF,44099584,11156,8,4.5,2.5,3.2.6,4+,Productivity,24,5,1,1,96,1
10.42.0.211-10.42.0.1-51235-53-17,ArtStudio for iPad - Draw Sketch and Paint,34310144,8542,543,4.5,5,5.98,4+,Photo & Video,26,5,1,1,96,0
10.42.0.151-31.13.71.52-39123-443-6,Call of Duty: Zombies HD,35602607,5853,3860,3.5,4,1.3.3,17+,Games,26,4,1,1,96,0
